Frequency	Mean Amplitude	Error Amplitude	Mean Phaseshift	Error  Phaseshift2,300000E+2	1,044520E-5	3,483796E-6	4,696322E-2	1,245992E-1
2,350000E+2	9,769455E-6	3,412593E-6	9,348187E-2	1,282187E-1
2,400000E+2	9,178506E-6	3,343413E-6	1,220515E-1	1,278469E-1
2,450000E+2	8,656182E-6	3,276864E-6	1,636129E-1	1,298454E-1
2,500000E+2	8,199033E-6	3,212141E-6	NaN	NaN
2,550000E+2	7,783376E-6	3,151076E-6	NaN	NaN
2,600000E+2	7,408255E-6	3,092830E-6	NaN	NaN
2,650000E+2	7,068065E-6	3,037272E-6	NaN	NaN
2,700000E+2	6,762760E-6	2,983774E-6	NaN	NaN
2,750000E+2	7,023721E-6	2,931192E-6	NaN	NaN
2,800000E+2	6,749805E-6	2,884549E-6	NaN	NaN
2,850000E+2	6,490343E-6	2,840438E-6	NaN	NaN
2,900000E+2	6,250350E-6	2,798092E-6	NaN	NaN
2,950000E+2	6,027852E-6	2,757406E-6	NaN	NaN
3,000000E+2	5,829526E-6	2,717445E-6	NaN	NaN
3,050000E+2	5,637699E-6	2,679747E-6	NaN	NaN
3,100000E+2	5,458656E-6	2,643455E-6	NaN	NaN
3,150000E+2	5,293635E-6	2,608267E-6	NaN	NaN
3,200000E+2	5,146170E-6	2,573903E-6	NaN	NaN
3,250000E+2	5,895013E-6	2,706573E-6	NaN	NaN
3,300000E+2	5,746446E-6	2,674173E-6	NaN	NaN
